record,experimental.condition,region,working.pattern,positive.callback,positive.callback.alt,other.further.stage,negative.response,negative.or.no.response,response,female.dominated,high.skill,salary,missing.salary
WO,2,london,Full-time,0,0,0,0,1,No response,0,0,21000,0
SE,3,north east,Not stated,1,0,1,0,0,Other further stage,0,1,NA,1
HR,2,south east,Full-time,0,0,0,0,1,No response,1,1,38796,0
FM,3,west midlands,Not stated,1,0,1,0,0,Other further stage,0,1,50000,0
WO,1,south west,Full-time,0,0,0,0,1,No response,0,0,NA,1
WO,4,west midlands,Not stated,0,0,0,0,0,Actionable request for further information,0,0,15300,0
WO,2,north west,Not stated,0,0,0,0,1,No response,0,0,NA,1
WO,4,south west,Part-time,1,1,0,0,0,Invitation to interview,0,0,15102,0
WO,4,east,Full-time,1,1,0,0,0,Invitation to interview,0,0,24000,0
AA,3,west midlands,Full-time,0,0,0,0,1,No response,1,0,14778,0
HR,4,south east,Not stated,0,0,0,0,1,No response,1,1,NA,1
PM,4,west midlands,Full-time,1,1,0,0,0,Invitation to interview,0,1,NA,1
CC,2,north west,Full-time,0,0,0,0,1,No response,1,0,21000,0
HR,1,south west,Part-time,1,1,0,0,0,Invitation to interview,1,1,30000,0
PM,3,west midlands,Full-time,0,0,0,0,1,No response,0,1,65000,0
PM,4,east midlands,Not stated,0,0,0,0,1,No response,0,1,NA,1
AA,3,scotland,Full-time,0,0,0,0,0,Other outcome,1,0,19500,0
WO,4,south west,Full-time,1,0,1,0,0,Other further stage,0,0,15300,0
SW,3,south west,Full-time,0,0,0,0,1,No response,1,0,17100,0
PM,3,west midlands,Full-time,0,0,0,0,1,No response,0,1,NA,1
AA,4,yorkshire & humber,Full-time,1,1,0,0,0,Invitation to interview,1,0,18500,0
WO,1,east,Full-time,1,0,1,0,0,Other further stage,0,0,17875,0
CC,2,west midlands,Full-time,1,1,0,0,0,Invitation to interview,1,0,NA,1
HR,3,south east,Full-time,0,0,0,0,1,No response,1,1,42500,0
CC,4,east midlands,Full-time,1,1,0,0,0,Invitation to interview,1,0,17610,0
CC,3,west midlands,Part-time,1,1,0,0,0,Invitation to interview,1,0,15300,0
AA,2,scotland,Full-time,0,0,0,0,1,No response,1,0,17000,0
WO,1,east,Full-time,0,0,0,1,1,Rejection,0,0,16200,0
PM,1,wales,Full-time,0,0,0,0,0,Other outcome,0,1,NA,1
AA,3,yorkshire & humber,Full-time,0,0,0,0,1,No response,1,0,12627,0
WO,2,west midlands,Full-time,0,0,0,1,1,Rejection,0,0,NA,1
SE,3,south west,Not stated,0,0,0,0,1,No response,0,1,NA,1
PM,3,east midlands,Full-time,0,0,0,0,0,Other outcome,0,1,30000,0
HR,2,london,Full-time,1,1,0,0,0,Invitation to interview,1,1,NA,1
CC,3,east,Full-time,0,0,0,1,1,Rejection,1,0,18000,0
SW,2,north west,Other,0,0,0,0,1,No response,1,0,14868,0
WO,1,north west,Full-time,0,0,0,1,1,Rejection,0,0,NA,1
PM,2,west midlands,Full-time,0,0,0,0,1,No response,0,1,NA,1
WO,3,south east,Full-time,0,0,0,0,1,No response,0,0,NA,1
SE,1,south west,Part-time,0,0,0,0,1,No response,0,1,NA,1
AA,1,south east,Not stated,0,0,0,0,1,No response,1,0,NA,1
WO,3,east,Full-time,0,0,0,1,1,Rejection,0,0,NA,1
SE,1,yorkshire & humber,Not stated,0,0,0,0,1,No response,0,1,45000,0
CC,4,north west,Other,0,0,0,0,1,No response,1,0,NA,1
WO,1,east midlands,Full-time,0,0,0,0,1,No response,0,0,NA,1
AA,2,north west,Full-time,0,0,0,1,1,Rejection,1,0,NA,1
PM,2,south west,Full-time,0,0,0,0,1,No response,0,1,35000,0
FM,3,london,Full-time,0,0,0,0,1,No response,0,1,55000,0
SE,2,east,Full-time,0,0,0,0,1,No response,0,1,NA,1
PM,4,east midlands,Not stated,0,0,0,0,1,No response,0,1,NA,1
SE,3,west midlands,Not stated,0,0,0,0,1,No response,0,1,37000,0
AA,2,yorkshire & humber,Full-time,1,1,0,0,0,Invitation to interview,1,0,15237,0
WO,2,north west,Full-time,0,0,0,1,1,Rejection,0,0,NA,1
WO,4,north west,Full-time,0,0,0,0,0,Other outcome,0,0,22100,0
PM,2,south east,Full-time,1,1,0,0,0,Invitation to interview,0,1,32500,0
PM,2,yorkshire & humber,Full-time,0,0,0,0,1,No response,0,1,NA,1
WO,4,west midlands,Full-time,0,0,0,0,0,Other outcome,0,0,15750,0
HR,2,scotland,Other,1,0,1,0,0,Other further stage,1,1,40000,0
SW,2,london,Full-time,0,0,0,0,1,No response,1,0,NA,1
PM,4,east,Full-time,0,0,0,1,1,Rejection,0,1,NA,1
FM,3,east,Other,0,0,0,0,1,No response,0,1,NA,1
FM,2,north west,Full-time,0,0,0,0,0,Not actionable request for further information,0,1,40905,0
HR,1,north west,Not stated,0,0,0,1,1,Rejection,1,1,55000,0
HR,1,north west,Full-time,0,0,0,0,0,Other outcome,1,1,NA,1
CC,2,yorkshire & humber,Full-time,0,0,0,0,1,No response,1,0,NA,1
HR,1,london,Not stated,1,1,0,0,0,Invitation to interview,1,1,NA,1
PM,1,north west,Full-time,1,0,1,0,0,Other further stage,0,1,30000,0
WO,2,east midlands,Full-time,0,0,0,0,0,Not actionable request for further information,0,0,NA,1
WO,1,east,Full-time,0,0,0,0,1,No response,0,0,15030,0
HR,3,yorkshire & humber,Not stated,1,0,1,0,0,Other further stage,1,1,NA,1
PM,3,south west,Full-time,0,0,0,0,1,No response,0,1,37500,0
HR,3,london,Not stated,0,0,0,1,1,Rejection,1,1,NA,1
SW,2,west midlands,Full-time,1,1,0,0,0,Invitation to interview,1,0,15039,0
AA,3,south east,Part-time,1,1,0,0,0,Invitation to interview,1,0,NA,1
SE,3,london,Full-time,0,0,0,0,1,No response,0,1,NA,1
FM,1,london,Full-time,0,0,0,1,1,Rejection,0,1,50000,0
SE,4,scotland,Other,1,0,1,0,0,Other further stage,0,1,32000,0
FM,3,south west,Not stated,0,0,0,0,1,No response,0,1,NA,1
FM,1,south east,Part-time,0,0,0,0,1,No response,0,1,47500,0
HR,4,south west,Full-time,1,1,0,0,0,Invitation to interview,1,1,NA,1
SE,1,london,Full-time,0,0,0,0,0,Not actionable request for further information,0,1,37500,0
FM,3,south west,Part-time,1,1,0,0,0,Invitation to interview,0,1,40000,0
FM,1,south east,Not stated,0,0,0,0,1,No response,0,1,NA,1
HR,3,west midlands,Not stated,1,0,1,0,0,Other further stage,1,1,NA,1
HR,1,scotland,Not stated,0,0,0,0,1,No response,1,1,NA,1
SE,4,east midlands,Full-time,0,0,0,1,1,Rejection,0,1,NA,1
SE,1,london,Not stated,0,0,0,0,1,No response,0,1,NA,1
FM,3,london,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
PM,3,east,Full-time,1,0,1,0,0,Other further stage,0,1,NA,1
WO,4,west midlands,Full-time,1,1,0,0,0,Invitation to interview,0,0,NA,1
WO,2,south east,Full-time,0,0,0,0,1,No response,0,0,NA,1
PM,1,east,Full-time,1,1,0,0,0,Invitation to interview,0,1,NA,1
WO,3,wales,Full-time,0,0,0,0,1,No response,0,0,17077,0
SW,3,south west,Part-time,1,1,0,0,0,Invitation to interview,1,0,NA,1
AA,3,wales,Full-time,0,0,0,0,0,Other outcome,1,0,17500,0
SW,3,wales,Full-time,0,0,0,0,0,Not actionable request for further information,1,0,18607.5,0
FM,1,south east,Full-time,0,0,0,1,1,Rejection,0,1,NA,1
SW,1,south east,Other,1,0,1,0,0,Other further stage,1,0,22937,0
SW,1,south west,Other,1,1,0,0,0,Invitation to interview,1,0,NA,1
PM,4,london,Full-time,0,0,0,0,1,No response,0,1,NA,1
PM,2,north west,Full-time,0,0,0,0,1,No response,0,1,NA,1
AA,4,west midlands,Full-time,0,0,0,0,0,Not actionable request for further information,1,0,18079,0
AA,3,east,Full-time,0,0,0,0,1,No response,1,0,19500,0
AA,3,south west,Not stated,1,1,0,0,0,Invitation to interview,1,0,NA,1
PM,2,south west,Full-time,0,0,0,0,1,No response,0,1,NA,1
FM,2,south west,Not stated,0,0,0,0,0,Other outcome,0,1,37500,0
CC,2,scotland,Other,0,0,0,0,1,No response,1,0,18000,0
AA,4,south west,Part-time,0,0,0,0,0,Other outcome,1,0,17190,0
SE,4,north west,Not stated,1,0,1,0,0,Other further stage,0,1,NA,1
SE,1,north east,Full-time,1,0,1,0,0,Other further stage,0,1,NA,1
SE,3,london,Not stated,0,0,0,0,1,No response,0,1,NA,1
SE,4,london,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
HR,4,east,Part-time,0,0,0,1,1,Rejection,1,1,42500,0
SE,4,south east,Full-time,0,0,0,1,1,Rejection,0,1,35000,0
AA,3,north east,Full-time,0,0,0,0,1,No response,1,0,NA,1
SW,1,west midlands,Part-time,1,1,0,0,0,Invitation to interview,1,0,NA,1
CC,1,south east,Other,0,0,0,0,0,Other outcome,1,0,19000,0
HR,3,london,Not stated,0,0,0,1,1,Rejection,1,1,NA,1
SE,1,london,Not stated,0,0,0,0,1,No response,0,1,NA,1
HR,2,london,Not stated,0,0,0,1,1,Rejection,1,1,NA,1
PM,2,wales,Full-time,0,0,0,0,1,No response,0,1,NA,1
CC,2,north east,Full-time,1,0,1,0,0,Other further stage,1,0,22800,0
SE,1,london,Not stated,0,0,0,0,1,No response,0,1,NA,1
FM,3,east,Other,1,1,0,0,0,Invitation to interview,0,1,NA,1
AA,3,south east,Full-time,0,0,0,1,1,Rejection,1,0,20240,0
HR,4,south east,Full-time,0,0,0,1,1,Rejection,1,1,NA,1
FM,3,south east,Part-time,0,0,0,1,1,Rejection,0,1,42500,0
CC,2,south west,Full-time,0,0,0,1,1,Rejection,1,0,16002,0
SE,3,london,Not stated,1,1,0,0,0,Invitation to interview,0,1,NA,1
SE,1,east midlands,Full-time,0,0,0,0,1,No response,0,1,32500,0
FM,3,london,Not stated,0,0,0,0,1,No response,0,1,NA,1
SE,1,london,Not stated,1,1,0,0,0,Invitation to interview,0,1,NA,1
SE,4,london,Full-time,0,0,0,1,1,Rejection,0,1,28000,0
SW,4,east,Other,1,1,0,0,0,Invitation to interview,1,0,NA,1
HR,4,east,Full-time,1,0,1,0,0,Other further stage,1,1,39000,0
SE,4,south west,Full-time,1,0,1,0,0,Other further stage,0,1,30000,0
CC,4,north west,Full-time,1,1,0,0,0,Invitation to interview,1,0,17500,0
CC,2,north west,Full-time,1,1,0,0,0,Invitation to interview,1,0,17000,0
CC,1,north west,Other,1,0,1,0,0,Other further stage,1,0,NA,1
HR,1,south east,Not stated,0,0,0,0,1,No response,1,1,NA,1
AA,3,north west,Full-time,1,1,0,0,0,Invitation to interview,1,0,15000,0
SE,3,other,Not stated,1,0,1,0,0,Other further stage,0,1,NA,1
WO,3,yorkshire & humber,Not stated,0,0,0,0,0,Not actionable request for further information,0,0,NA,1
HR,1,london,Not stated,0,0,0,1,1,Rejection,1,1,NA,1
PM,1,northern ireland,Full-time,1,0,1,0,0,Other further stage,0,1,NA,1
HR,3,west midlands,Full-time,0,0,0,0,1,No response,1,1,NA,1
HR,3,london,Not stated,0,0,0,1,1,Rejection,1,1,59999.5,0
PM,2,yorkshire & humber,Full-time,0,0,0,0,1,No response,0,1,NA,1
CC,1,east,Full-time,1,0,1,0,0,Other further stage,1,0,20000,0
WO,4,west midlands,Full-time,1,1,0,0,0,Invitation to interview,0,0,NA,1
PM,2,north west,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
HR,1,wales,Full-time,0,0,0,0,1,No response,1,1,50000,0
CC,3,west midlands,Full-time,1,0,1,0,0,Other further stage,1,0,18000,0
PM,1,wales,Full-time,1,1,0,0,0,Invitation to interview,0,1,NA,1
WO,4,south west,Not stated,1,0,1,0,0,Other further stage,0,0,NA,1
WO,3,west midlands,Full-time,0,0,0,0,1,No response,0,0,NA,1
SE,3,east,Not stated,0,0,0,0,1,No response,0,1,NA,1
AA,3,west midlands,Other,0,0,0,0,1,No response,1,0,NA,1
HR,3,south east,Not stated,0,0,0,0,1,No response,1,1,NA,1
SE,3,east,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
FM,3,south east,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
PM,3,south west,Not stated,1,1,0,0,0,Invitation to interview,0,1,NA,1
SE,3,south west,Full-time,0,0,0,0,1,No response,0,1,45000,0
SE,1,north east,Full-time,0,0,0,0,0,Not actionable request for further information,0,1,35000,0
FM,2,north west,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
WO,3,yorkshire & humber,Full-time,0,0,0,0,0,Other outcome,0,0,21742,0
HR,2,london,Full-time,0,0,0,0,1,No response,1,1,NA,1
FM,2,north west,Full-time,0,0,0,0,1,No response,0,1,NA,1
SE,2,north east,Not stated,1,1,0,0,0,Invitation to interview,0,1,NA,1
PM,1,south west,Full-time,1,0,1,0,0,Other further stage,0,1,36000,0
HR,2,london,Full-time,0,0,0,1,1,Rejection,1,1,42500,0
SE,1,south east,Full-time,0,0,0,0,1,No response,0,1,45000,0
SE,3,north west,Full-time,0,0,0,0,1,No response,0,1,NA,1
SW,2,northern ireland,Other,1,1,0,0,0,Invitation to interview,1,0,17100,0
HR,2,east midlands,Full-time,0,0,0,0,1,No response,1,1,42500,0
WO,3,west midlands,Part-time,1,1,0,0,0,Invitation to interview,0,0,14778,0
CC,4,wales,Full-time,0,0,0,0,0,Other outcome,1,0,NA,1
WO,2,east,Full-time,0,0,0,0,1,No response,0,0,14778,0
SE,4,london,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
SW,3,south east,Full-time,0,0,0,0,1,No response,1,0,18396.5,0
SE,4,london,Not stated,0,0,0,0,1,No response,0,1,NA,1
WO,1,west midlands,Full-time,0,0,0,1,1,Rejection,0,0,NA,1
CC,4,south east,Full-time,0,0,0,0,1,No response,1,0,NA,1
HR,4,london,Not stated,0,0,0,0,1,No response,1,1,NA,1
WO,3,north east,Full-time,0,0,0,0,1,No response,0,0,NA,1
WO,1,east midlands,Full-time,1,1,0,0,0,Invitation to interview,0,0,15750,0
WO,1,north west,Full-time,0,0,0,0,1,No response,0,0,14778,0
CC,3,wales,Full-time,0,0,0,0,0,Other outcome,1,0,NA,1
SE,1,london,Not stated,1,0,1,0,0,Other further stage,0,1,NA,1
PM,4,south east,Not stated,0,0,0,0,1,No response,0,1,33000,0
HR,3,south east,Not stated,0,0,0,0,1,No response,1,1,NA,1
CC,3,south east,Not stated,1,1,0,0,0,Invitation to interview,1,0,20500,0
AA,3,london,Full-time,0,0,0,0,1,No response,1,0,10125,0
HR,1,london,Not stated,1,0,1,0,0,Other further stage,1,1,NA,1
HR,4,east,Part-time,1,1,0,0,0,Invitation to interview,1,1,30000,0
WO,4,northern ireland,Not stated,0,0,0,0,1,No response,0,0,NA,1
WO,4,east,Full-time,0,0,0,1,1,Rejection,0,0,NA,1
PM,1,south east,Full-time,1,0,1,0,0,Other further stage,0,1,33000,0
HR,4,north west,Part-time,1,1,0,0,0,Invitation to interview,1,1,NA,1
CC,4,east,Full-time,1,1,0,0,0,Invitation to interview,1,0,21675.5,0
CC,2,west midlands,Not stated,1,1,0,0,0,Invitation to interview,1,0,20500,0
SW,1,west midlands,Full-time,0,0,0,0,0,Not actionable request for further information,1,0,20700,0
SE,1,south east,Full-time,0,0,0,0,1,No response,0,1,32000,0
CC,1,east midlands,Full-time,1,1,0,0,0,Invitation to interview,1,0,18000,0
AA,4,london,Full-time,0,0,0,0,0,Actionable request for further information,1,0,16640,0
HR,4,london,Other,0,0,0,0,1,No response,1,1,34214.5,0
HR,1,london,Other,0,0,0,0,1,No response,1,1,41354,0
HR,2,london,Not stated,0,0,0,0,1,No response,1,1,54512.5,0
SE,2,south east,Other,0,0,0,1,1,Rejection,0,1,39336.5,0
HR,2,south west,Not stated,0,0,0,1,1,Rejection,1,1,49950,0
HR,2,scotland,Full-time,0,0,0,0,1,No response,1,1,39530,0
FM,3,london,Part-time,1,1,0,0,0,Invitation to interview,0,1,NA,1
SE,2,south west,Other,0,0,0,1,1,Rejection,0,1,53869,0
HR,1,south east,Part-time,1,1,0,0,0,Invitation to interview,1,1,31500,0
WO,3,north west,Full-time,1,1,0,0,0,Invitation to interview,0,0,15066,0
CC,4,east midlands,Full-time,0,0,0,0,0,Actionable request for further information,1,0,18750,0
SW,3,south west,Full-time,1,0,1,0,0,Other further stage,1,0,31808,0
SE,2,north west,Not stated,1,1,0,0,0,Invitation to interview,0,1,NA,1
PM,2,east,Not stated,1,1,0,0,0,Invitation to interview,0,1,NA,1
WO,3,south east,Full-time,0,0,0,0,1,No response,0,0,NA,1
CC,4,yorkshire & humber,Full-time,0,0,0,0,0,Other outcome,1,0,18000,0
CC,1,yorkshire & humber,Full-time,0,0,0,0,0,Other outcome,1,0,14500,0
CC,1,yorkshire & humber,Full-time,1,0,1,0,0,Other further stage,1,0,24500,0
SE,1,south east,Not stated,1,0,1,0,0,Other further stage,0,1,NA,1
CC,1,west midlands,Full-time,0,0,0,0,1,No response,1,0,19800,0
HR,2,south west,Not stated,0,0,0,0,0,Actionable request for further information,1,1,48877,0
CC,2,south east,Full-time,0,0,0,0,1,No response,1,0,NA,1
AA,3,south east,Full-time,0,0,0,1,1,Rejection,1,0,NA,1
HR,2,east midlands,Not stated,0,0,0,1,1,Rejection,1,1,38500,0
PM,2,south east,Full-time,0,0,0,1,1,Rejection,0,1,NA,1
AA,1,yorkshire & humber,Full-time,0,0,0,0,1,No response,1,0,NA,1
AA,1,scotland,Full-time,0,0,0,0,0,Other outcome,1,0,NA,1
SW,2,south east,Other,1,1,0,0,0,Invitation to interview,1,0,21330,0
PM,1,east,Not stated,0,0,0,0,0,Actionable request for further information,0,1,NA,1
HR,4,south west,Full-time,0,0,0,0,1,No response,1,1,NA,1
HR,2,london,Not stated,0,0,0,0,1,No response,1,1,NA,1
AA,3,north west,Full-time,0,0,0,0,1,No response,1,0,NA,1
SE,3,south west,Not stated,0,0,0,0,1,No response,0,1,NA,1
SE,1,south east,Full-time,1,1,0,0,0,Invitation to interview,0,1,NA,1
HR,2,south east,Full-time,0,0,0,0,1,No response,1,1,47500,0
HR,3,london,Not stated,0,0,0,1,1,Rejection,1,1,NA,1
FM,1,south east,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
AA,2,south west,Part-time,1,0,1,0,0,Other further stage,1,0,23250,0
SE,2,west midlands,Not stated,0,0,0,0,1,No response,0,1,NA,1
CC,3,south east,Full-time,0,0,0,0,1,No response,1,0,20000,0
HR,2,london,Not stated,0,0,0,1,1,Rejection,1,1,NA,1
WO,1,south east,Full-time,1,1,0,0,0,Invitation to interview,0,0,19000,0
PM,3,west midlands,Full-time,1,1,0,0,0,Invitation to interview,0,1,NA,1
HR,1,london,Not stated,0,0,0,0,1,No response,1,1,NA,1
FM,3,london,Full-time,0,0,0,0,1,No response,0,1,57500,0
PM,1,scotland,Full-time,0,0,0,0,1,No response,0,1,NA,1
AA,1,london,Part-time,0,0,0,0,1,No response,1,0,22500,0
CC,4,yorkshire & humber,Full-time,1,1,0,0,0,Invitation to interview,1,0,21500,0
SW,4,london,Full-time,1,1,0,0,0,Invitation to interview,1,0,NA,1
SE,3,south east,Full-time,0,0,0,0,1,No response,0,1,39000,0
CC,1,west midlands,Other,0,0,0,1,1,Rejection,1,0,NA,1
WO,3,south east,Full-time,1,0,1,0,0,Other further stage,0,0,16650,0
SW,1,north west,Part-time,1,1,0,0,0,Invitation to interview,1,0,19746,0
SW,2,north west,Other,1,1,0,0,0,Invitation to interview,1,0,19746,0
CC,1,south east,Other,1,1,0,0,0,Invitation to interview,1,0,NA,1
FM,2,yorkshire & humber,Part-time,1,0,1,0,0,Other further stage,0,1,NA,1
FM,2,north west,Full-time,1,1,0,0,0,Invitation to interview,0,1,NA,1
CC,4,west midlands,Part-time,0,0,0,0,0,Other outcome,1,0,11250,0
CC,3,scotland,Full-time,1,1,0,0,0,Invitation to interview,1,0,14944,0
FM,1,london,Not stated,0,0,0,0,1,No response,0,1,NA,1
CC,3,south west,Full-time,0,0,0,1,1,Rejection,1,0,22500,0
FM,4,south east,Full-time,1,0,1,0,0,Other further stage,0,1,55000,0
PM,3,south east,Full-time,0,0,0,0,1,No response,0,1,NA,1
PM,1,wales,Full-time,0,0,0,0,1,No response,0,1,26000,0
AA,4,yorkshire & humber,Full-time,0,0,0,1,1,Rejection,1,0,19000,0
FM,3,wales,Full-time,0,0,0,0,1,No response,0,1,55000,0
CC,4,south east,Full-time,1,1,0,0,0,Invitation to interview,1,0,19500,0
SW,3,south west,Other,0,0,0,0,1,No response,1,0,21600,0
SW,3,yorkshire & humber,Part-time,0,0,0,0,1,No response,1,0,18513,0
AA,3,london,Not stated,1,0,1,0,0,Other further stage,1,0,21000,0
CC,1,south west,Full-time,1,0,1,0,0,Other further stage,1,0,20387,0
AA,1,london,Part-time,0,0,0,0,1,No response,1,0,NA,1
AA,4,west midlands,Full-time,0,0,0,0,0,Not actionable request for further information,1,0,16000,0
CC,3,west midlands,Full-time,0,0,0,0,1,No response,1,0,18012,0
SW,3,scotland,Full-time,0,0,0,0,1,No response,1,0,16380,0
SW,4,yorkshire & humber,Other,1,1,0,0,0,Invitation to interview,1,0,16200,0
WO,2,south west,Full-time,0,0,0,0,1,No response,0,0,NA,1
SE,1,scotland,Not stated,1,0,1,0,0,Other further stage,0,1,NA,1
PM,4,south east,Full-time,0,0,0,1,1,Rejection,0,1,NA,1
CC,3,south east,Full-time,1,1,0,0,0,Invitation to interview,1,0,18500,0
AA,2,west midlands,Full-time,0,0,0,0,1,No response,1,0,22545,0
SE,4,east,Full-time,1,1,0,0,0,Invitation to interview,0,1,35632,0
CC,3,south east,Full-time,1,1,0,0,0,Invitation to interview,1,0,18594,0
SE,2,north west,Full-time,1,1,0,0,0,Invitation to interview,0,1,NA,1
SE,4,london,Not stated,1,1,0,0,0,Invitation to interview,0,1,NA,1
FM,3,south west,Full-time,0,0,0,0,0,Not actionable request for further information,0,1,NA,1
AA,3,london,Not stated,0,0,0,1,1,Rejection,1,0,NA,1
HR,4,west midlands,Not stated,0,0,0,1,1,Rejection,1,1,NA,1
HR,1,london,Full-time,1,0,1,0,0,Other further stage,1,1,NA,1
HR,4,south east,Not stated,0,0,0,1,1,Rejection,1,1,NA,1
SE,1,london,Full-time,0,0,0,0,1,No response,0,1,40000,0
SE,3,london,Full-time,1,0,1,0,0,Other further stage,0,1,65000,0
AA,3,wales,Full-time,0,0,0,0,1,No response,1,0,16500,0
SW,3,east,Full-time,1,0,1,0,0,Other further stage,1,0,15750,0
WO,2,east,Full-time,0,0,0,0,1,No response,0,0,NA,1
AA,2,south west,Part-time,0,0,0,0,1,No response,1,0,NA,1
AA,4,scotland,Part-time,0,0,0,0,1,No response,1,0,NA,1
WO,1,yorkshire & humber,Part-time,1,0,1,0,0,Other further stage,0,0,16434,0
AA,4,east,Part-time,0,0,0,0,0,Not actionable request for further information,1,0,NA,1
AA,4,scotland,Full-time,0,0,0,0,0,Other outcome,1,0,22500,0
PM,4,yorkshire & humber,Full-time,0,0,0,0,1,No response,0,1,NA,1
PM,3,yorkshire & humber,Full-time,0,0,0,0,1,No response,0,1,NA,1
FM,2,north east,Part-time,0,0,0,0,0,Other outcome,0,1,NA,1
HR,3,south east,Not stated,0,0,0,1,1,Rejection,1,1,NA,1
WO,4,london,Full-time,1,1,0,0,0,Invitation to interview,0,0,17550,0
FM,2,north west,Full-time,1,0,1,0,0,Other further stage,0,1,38750,0
HR,2,london,Full-time,0,0,0,0,1,No response,1,1,42500,0
AA,4,south west,Part-time,0,0,0,0,1,No response,1,0,17000,0
SW,3,south west,Full-time,0,0,0,0,1,No response,1,0,NA,1
AA,3,yorkshire & humber,Full-time,0,0,0,1,1,Rejection,1,0,NA,1
SW,1,north west,Part-time,0,0,0,0,0,Not actionable request for further information,1,0,19422,0
AA,2,east,Full-time,0,0,0,0,0,Not actionable request for further information,1,0,31266,0
SE,1,scotland,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
PM,3,north east,Full-time,0,0,0,1,1,Rejection,0,1,32500,0
WO,4,west midlands,Full-time,0,0,0,0,1,No response,0,0,NA,1
HR,2,london,Not stated,0,0,0,0,1,No response,1,1,NA,1
WO,4,yorkshire & humber,Full-time,0,0,0,0,0,Other outcome,0,0,NA,1
CC,3,yorkshire & humber,Full-time,1,1,0,0,0,Invitation to interview,1,0,18720,0
CC,4,east midlands,Full-time,0,0,0,0,0,Other outcome,1,0,17000,0
CC,3,south west,Full-time,0,0,0,1,1,Rejection,1,0,21000,0
CC,4,west midlands,Other,0,0,0,0,1,No response,1,0,18000,0
CC,3,north east,Full-time,0,0,0,1,1,Rejection,1,0,21500,0
CC,3,south west,Full-time,1,1,0,0,0,Invitation to interview,1,0,19500,0
AA,3,west midlands,Full-time,0,0,0,0,1,No response,1,0,16000,0
SE,2,london,Not stated,0,0,0,0,1,No response,0,1,NA,1
SW,4,west midlands,Part-time,0,0,0,0,0,Not actionable request for further information,1,0,16614,0
SE,3,west midlands,Full-time,0,0,0,0,1,No response,0,1,38000,0
CC,3,south east,Full-time,0,0,0,0,0,Not actionable request for further information,1,0,18500,0
CC,3,east midlands,Full-time,0,0,0,1,1,Rejection,1,0,25000,0
PM,1,south west,Full-time,0,0,0,0,1,No response,0,1,NA,1
CC,1,south east,Full-time,1,1,0,0,0,Invitation to interview,1,0,22500,0
SW,1,wales,Other,1,1,0,0,0,Invitation to interview,1,0,19800,0
HR,4,london,Not stated,0,0,0,1,1,Rejection,1,1,NA,1
AA,4,london,Not stated,0,0,0,0,1,No response,1,0,NA,1
PM,1,south west,Full-time,0,0,0,1,1,Rejection,0,1,NA,1
HR,3,east,Not stated,1,0,1,0,0,Other further stage,1,1,NA,1
SW,2,yorkshire & humber,Not stated,1,1,0,0,0,Invitation to interview,1,0,15588,0
HR,4,south east,Full-time,0,0,0,0,1,No response,1,1,NA,1
SW,2,wales,Full-time,0,0,0,0,0,Not actionable request for further information,1,0,17123,0
AA,1,london,Full-time,1,1,0,0,0,Invitation to interview,1,0,16000,0
PM,1,south west,Full-time,0,0,0,0,1,No response,0,1,30000,0
