CODE	Label - English	Label - French	Label - German	Standard code	Note (EN only)
PWTR	Passenger water transport	Transports par eau de passagers	Personenbeförderung in der Schifffahrt	Y	This aggregate includes NACE activities H501 and H503
PLWTR	Passenger land and water transport	Transport terrestres et par eau de passagers	Personenbeförderung im Landverkehr und in der Schifffahrt	Y	This aggregate includes the following NACE activities: H491, H4932, H4939, H501 and H503
H-N_STS	Services required by STS regulation (except section G)	Activités de services demandées par règlement SC (hors section G)	Dienstleistungen gemäss Konjunkturstatistik-Verordnung (ohne Abschnitt G)	Y	
H-N	Services of the business economy (except trade)	Services aux entreprises (sauf commerce)	Dienstleistungen für Unternehmen (ohne Handel)	Y	
H-N_X_K	Services of the business economy (except trade and financial and insurance activities)	Services de l'industrie et des services marchands (sauf commerce et activités financières et d'assurance)	Wirtschaftliche Dienstleistungen für Unternehmen (ohne Handel und Erbringung von Finanz- und Versicherungsdienstleistungen)	Y	
H_J	Transportation and storage; information and communication	Transports et entreposage; information et communication	Verkehr und Lagerei, Information und Kommunikation	Y	This aggregate includes the NACE sections H and J
H	Transportation and storage	Transports et entreposage	Verkehr und Lagerei	Y	
H_X_H53	Transportation and storage except postal and courier activities	Transports et entreposage, sauf activités de poste et de courrier	Verkehr und Lagerei, ohne Post-, Kurier- und Expressdienste	Y	This aggregate includes all NACE activities in section H except activity H53
H_X_H491_H492	Transport (except railways)	Transports (hors transports ferroviaires)	Verkehr (ohne Eisenbahnverkehr)	Y	This aggregate includes all NACE activities in section H except activities H491 and H492
H491_H492	Railways	Transports ferroviaires	Eisenbahnverkehr	Y	
H49-H52_N79	Land transport, transport via pipelines, water transport, air transport, warehousing and support activities for transportation; travel agency, tour operator and other reservation service and related activities	Transports terrestres et transport par conduites, transports par eau, transports aériens, entreposage et services auxiliaires des transports; activités des agences de voyage, voyagistes, services de réservation et activités connexes	Landverkehr und Transport in Rohrfernleitungen, Schifffahrt, Luftfahrt, Lagerei sowie Erbringung von sonstigen Dienstleistungen für den Verkehr; Reisebüros, Reiseveranstalter und Erbringung sonstiger Reservierungsdienstleistungen	Y	This aggregate includes the following NACE activities: H49 to H52 and N79
H49-H51	Land transport and transport via pipelines; water transport; air transport	Transports terrestres et transport par conduites; transports par eau; transports aériens	Landverkehr und Transport in Rohrfernleitungen; Schifffahrt; Luftfahrt	Y	This aggregate includes all NACE activities from H49 to H51
H49	Land transport and transport via pipelines	Transports terrestres et transport par conduites	Landverkehr und Transport in Rohrfernleitungen	Y	
H491	Passenger rail transport, interurban	Transport ferroviaire interurbain de voyageurs	Personenbeförderung im Eisenbahnfernverkehr	Y	
H4910	Passenger rail transport, interurban	Transport ferroviaire interurbain de voyageurs	Personenbeförderung im Eisenbahnfernverkehr	Y	
H492	Freight rail transport	Transports ferroviaires de fret	Güterbeförderung im Eisenbahnverkehr	Y	
H4920	Freight rail transport	Transports ferroviaires de fret	Güterbeförderung im Eisenbahnverkehr	Y	
H493	Other passenger land transport	Autres transports terrestres de voyageurs	Sonstige Personenbeförderung im Landverkehr	Y	
H4931	Urban and suburban passenger land transport	Transports urbains et suburbains de voyageurs	Personenbeförderung im Nahverkehr zu Lande (ohne Taxis)	Y	
H4932	Taxi operation	Transports de voyageurs par taxis	Betrieb von Taxis	Y	
H4939	Other passenger land transport n.e.c.	Autres transports terrestres de voyageurs n.c.a.	Sonstige Personenbeförderung im Landverkehr a. n. g.	Y	
H494-N812_STS	Services required by STS regulation (for the service producer prices indicator)	Activités de services demandées par règlement SC (pour l'indicateur des prix à la production des services)	Dienstleistungen gemäss Konjunkturstatistik-Verordnung (für den Dienstleistungserzeugerpreisindikator)	Y	This aggregate includes the following NACE activities:  H494, H501, H502, H51, H521, H5224, H53, J61, J62, J63, M69, M702, M71, M73, N78, N80, N812
H494	Freight transport by road and removal services	Transports routiers de fret et services de déménagement	Güterbeförderung im Straßenverkehr, Umzugstransporte	Y	
H4941	Freight transport by road	Transports routiers de fret	Güterbeförderung im Straßenverkehr	Y	
H4942	Removal services	Services de déménagement	Umzugstransporte	Y	
H493_H494	Other passenger land transport; freight transport by road and removal services	Autres transports terrestres de voyageurs; transports routiers de fret et services de déménagement	Sonstige Personenbeförderung im Landverkehr; Güterbeförderung im Straßenverkehr, Umzugstransporte	Y	
H495	Transport via pipeline	Transports par conduites	Transport in Rohrfernleitungen	Y	
H4950	Transport via pipeline	Transports par conduites	Transport in Rohrfernleitungen	Y	
H50	Water transport	Transports par eau	Schifffahrt	Y	
H501_H502	Sea and coastal water transport	Transports maritimes et côtiers	Beförderung von Personen und Gütern in der See- und Küstenschifffahrt	Y	This aggregate includes the NACE activities H501 and H502
H501	Sea and coastal passenger water transport	Transports maritimes et côtiers de passagers	Personenbeförderung in der See- und Küstenschifffahrt	Y	
H5010	Sea and coastal passenger water transport	Transports maritimes et côtiers de passagers	Personenbeförderung in der See- und Küstenschifffahrt	Y	
H502	Sea and coastal freight water transport	Transports maritimes et côtiers de fret	Güterbeförderung in der See- und Küstenschifffahrt	Y	
H5020	Sea and coastal freight water transport	Transports maritimes et côtiers de fret	Güterbeförderung in der See- und Küstenschifffahrt	Y	
H503	Inland passenger water transport	Transports fluviaux de passagers	Personenbeförderung in der Binnenschifffahrt	Y	
H5030	Inland passenger water transport	Transports fluviaux de passagers	Personenbeförderung in der Binnenschifffahrt	Y	
H504	Inland freight water transport	Transports fluviaux de fret	Güterbeförderung in der Binnenschifffahrt	Y	
H5040	Inland freight water transport	Transports fluviaux de fret	Güterbeförderung in der Binnenschifffahrt	Y	
H503_H504	Inland passenger and freight water transport	Transports fluviaux de passagers et de fret	Personenbeförderung und Güterbeförderung in der Binnenschifffahrt	Y	
H51_I55_N79	Air transport; accommodation; travel agency, tour operator and other reservation service and related activities	Transports aériens; hébergement; activités des agences de voyage, voyagistes, services de réservation et activités connexes	Luftfahrt; Beherbergung; Reisebüros, Reiseveranstalter und Erbringung sonstiger Reservierungsdienstleistungen	Y	
H51	Air transport	Transports aériens	Luftfahrt	Y	
H511	Passenger air transport	Transports aériens de passagers	Personenbeförderung in der Luftfahrt	Y	
H5110	Passenger air transport	Transports aériens de passagers	Personenbeförderung in der Luftfahrt	Y	
H512	Freight air transport and space transport	Transports aériens de fret et transports spatiaux	Güterbeförderung in der Luftfahrt und Raumtransport	Y	
H5121	Freight air transport	Transports aériens de fret	Güterbeförderung in der Luftfahrt	Y	
H5122	Space transport	Transports spatiaux	Raumtransport	Y	
H52_H53	Warehousing and support activities for transportation; postal and courier activities	Entreposage et services auxiliaires des transports; Activités de poste et de courrier	Lagerei sowie Erbringung von sonstigen Dienstleistungen für den Verkehr; Post-, Kurier- und Expressdienste	Y	This aggregate includes the NACE activities H52 and H53
H52	Warehousing and support activities for transportation	Entreposage et services auxiliaires des transports	Lagerei sowie Erbringung von sonstigen Dienstleistungen für den Verkehr	Y	
H521	Warehousing and storage	Entreposage et stockage	Lagerei	Y	
H5210	Warehousing and storage	Entreposage et stockage	Lagerei	Y	
H522	Support activities for transportation	Services auxiliaires des transports	Erbringung von sonstigen Dienstleistungen für den Verkehr	Y	
H5221	Service activities incidental to land transportation	Services auxiliaires des transports terrestres	Erbringung von sonstigen Dienstleistungen für den Landverkehr	Y	
H5222	Service activities incidental to water transportation	Services auxiliaires des transports par eau	Erbringung von sonstigen Dienstleistungen für die Schifffahrt	Y	
H5223	Service activities incidental to air transportation	Services auxiliaires des transports aériens	Erbringung von sonstigen Dienstleistungen für die Luftfahrt	Y	
H5224	Cargo handling	Manutention	Frachtumschlag	Y	
H5229	Other transportation support activities	Autres services auxiliaires des transports	Erbringung von sonstigen Dienstleistungen für den Verkehr a. n. g.	Y	
H52_STL	Street lighting	Éclairage public	Straßenbeleuchtung	Y	This aggregate includes NACE activities H522
H53	Postal and courier activities	Activités de poste et de courrier	Post-, Kurier- und Expressdienste	Y	
H531	Postal activities under universal service obligation	Activités de poste dans le cadre d'une obligation de service universel	Postdienste von Universaldienstleistungsanbietern	Y	
H5310	Postal activities under universal service obligation	Activités de poste dans le cadre d'une obligation de service universel	Postdienste von Universaldienstleistungsanbietern	Y	
H532	Other postal and courier activities	Autres activités de poste et de courrier	Sonstige Post-, Kurier- und Expressdienste	Y	
H5320	Other postal and courier activities	Autres activités de poste et de courrier	Sonstige Post-, Kurier- und Expressdienste	Y	
H_OTH	Other transport	Autres transports	Sonstiger Transport	Y	
I-U	Services (except wholesale and retail trade, transportation and storage)	Services (sauf commerce, transports et entreposage)	Dienstleistungen (ohne Handel, Verkehr und Lagerei)	Y	This aggregate includes the following NACE activities: I to U
I_L_O-U	Accommodation and food service activities; real estate activities; public administration, defence; compulsory social security; education; human health and social work activities; other services	Hébergement et restauration; activités immobilières; administration publique; enseignement; santé humaine et action sociale; autres activités de services	Gastgewerbe/Beherbergung und Gastronomie; Grundstücks- und Wohnungswesen; öffentliche Verwaltung, Verteidigung; Sozialversicherung; Erziehung und Unterricht; Gesundheits- und Sozialwesen; Erbringung von sonstigen Dienstleistungen	Y	
I	Accommodation and food service activities	Hébergement et restauration	Gastgewerbe/Beherbergung und Gastronomie	Y	
I_X_I559_I562	Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks; restaurants and mobile food and beverage service activities	Hôtels; hébergement touristique et autre hébergement de courte durée; terrains de camping et parcs pour caravanes ou véhicules de loisirs; restaurants et services de restauration mobile et débit de boissons	Hotels, Gasthöfe und Pensionen; Ferienunterkünfte und ähnliche Beherbergungsstätten; Campingplätze; Restaurants und mobile Dienstleistungsaktivitäten im Bereich Nahrung und Getränke	Y	This aggregate includes all NACE activities in section I except activities I559 and I562
I55_I56_N-S_FOOD	Restaurants and food services	Restaurants et services de restauration	Gaststätten und Verpflegungsdienstleistungen	Y	
I55	Accommodation	Hébergement	Beherbergung	Y	
I551-I553	Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks	Hôtels; hébergement touristique et autre hébergement de courte durée; terrains de camping et parcs pour caravanes ou véhicules de loisirs	Hotels, Gasthöfe und Pensionen; Ferienunterkünfte und ähnliche Beherbergungsstätten; Campingplätze	Y	This aggregate includes the NACE activities from I551 to I553
I551	Hotels and similar accommodation	Hôtels et hébergement similaire	Hotels, Gasthöfe und Pensionen	Y	
I5510	Hotels and similar accommodation	Hôtels et hébergement similaire	Hotels, Gasthöfe und Pensionen	Y	
I552_I553	Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks	Hébergement touristique et autre hébergement de courte durée; terrains de camping et parcs pour caravanes ou véhicules de loisirs	Ferienunterkünfte und ähnliche Beherbergungsstätten; Campingplätze	Y	This aggregate includes the NACE activities I552 and I553
